,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
380,The Crossing,2020,FamilyWar,6.5 / 10,https://yts.rs/movie/the-crossing-2020," WW2, December 1942, four children on the run. Sarah and Daniel are Jews about to be deported, but hide in the cellar of Otto and Gerda, until they are discovered and their parents are arrested. They have to get to faraway neutral Sweden. ",6161
381,DNA,1996,ActionAdventure,3.6 / 10,https://yts.rs/movie/dna-1996," Deep in the heart of the jungle in North Borneo a group of scientists excavate the bones of a creature buried among the ruins of ancient and forgotten civilization. The expedition is lead by Dr. Carl Wessinger. He discovers how to extract DNA from the bones. They only need an enzyme to recreate the creature. Wessinger asks the help of Ash Mattley. Ash had done research on enzymes. He is double-crossed and two years later Claire Sommers, who works for the CIA, asks Ash for help after a number of mutilated bodies are found. Claire believes Wessinger is behind this because her 'company' has no contact anymore with the lab in the jungle. Wessinger who recreated the creature, wants to sell it to the highest bidder as a war machine, and it is on the loose in the jungle, killing everybody. —Wladimir van Heemst ",6969
382,1921,2021,Drama,4.1 / 10,https://yts.rs/movie/1921-2021,  ,5656
383,Beyond Erotica,1974,DramaThriller,4.9 / 10,https://yts.rs/movie/beyond-erotica-1974," A 25-30-year old Hacienda-owner (David Hemmings) is misbehaving on women due to his traumatic youth; his mother (Alida Valli) covers him for his sadistic actions; however, when he wants the daughter of the mansion supervisor to serve for him, things seem to get totally out of hand. He 'tames' her, but when 'tamed' and finally married, the young woman (Andrea Rau) soon becomes the dominating person in the family. —Demster ",6565
384,Pastoral: To Die in the Country,1974,DramaFantasy,7.8 / 10,https://yts.rs/movie/pastoral-to-die-in-the-country-1974," A young boys' coming of age tale set in a strange, carnivalesque village becomes the recreation of a memory that the director has twenty years later. ",4545
385,The Sun Does Not Move,2021,Sci-Fi,4.9 / 10,https://yts.rs/movie/the-sun-does-not-move-2021, Mr. Takano and Mr. Taoka are spies and work for an industrial espionage organization going by the name An Tsushin. Their current mission is obtainment of sensitive and cutting edge information on solar energy and its industrial application. Time is of the essence and they are not the only ones coveting the information. various public and private entities fight and play a game of chess over the possession of the information. —aghaemi ,6565
386,Cosa Nostra Asia,1974,Crime,4.7 / 10,https://yts.rs/movie/cosa-nostra-asia-1974,  ,4646
387,The Day of Destruction,2020,DramaHorror,5.3 / 10,https://yts.rs/movie/the-day-of-destruction-2020," Seven years ago, a mysterious monster was found deep in a rural coal mine. Since then, rumors of a plague spread through the small town, and people experience an unexplainable mental illness. ",4141
388,John Lennon: Love Is All You Need,2010,BiographyDocumentary,6.2 / 10,https://yts.rs/movie/john-lennon-love-is-all-you-need-2010," This incredible documentary features in-depth contributions from wives Yoko Ono and Cynthia Lennon, son Julian Lennon and many previously unseen interviews with John himself. Through rare footage, we learn of his rise to fame with The Beatles, his divorce from Cynthia, his first meeting with Yoko, split-up of the band, and his decision to become a solo artist and advocate for world peace. Lennon: Love is All You Need captures one of the most influential musicians of the twentieth century with some truly unique interviews and unseen footage from those closest to him. —Odeon ",7474
389,Father Dear Father,1973,Comedy,5 / 10,https://yts.rs/movie/father-dear-father-1973, Spin-off movie version of the British sitcom of the same name. ,5151
390,Chicago Syndicate,1955,CrimeDrama,6.5 / 10,https://yts.rs/movie/chicago-syndicate-1955," An ex-military accountant is recruited by the FBI to infiltrate the mob in Chicago in an attempt to break open the rackets. To complicate his job, two women stand in his way, each with their own agenda. ",5555
391,"Mantovani, the King of Strings",2014,BiographyMusic,7.6 / 10,https://yts.rs/movie/mantovani-the-king-of-strings-2014," Annunzio Mantovani was the most successful orchestra leader ever, selling 70 million records from the 1950's to the 1970's. Known for his unmistakable cascading strings and recordings such as Charmaine, which influenced the stereo revolution, Mantovani enthralled the world with his sublime arrangements. This documentary is the story of the man and his music. Featuring exclusive, and unseen since 1959, footage from the original Mantovani TV show, this brand new documentary tells the story of Monty's arrival in England from his home city of Venice and his struggle to become one of the most successful easy listening artists ever. Featuring contributions from radio 2 DJs Ken Bruce and Ed Stewart, Mantovani orchestra musicians Gavin Sutherland, Franck Le Prince and Paul Barrett, plus official biographer Colin Mackenzie; and contributions from guest artists such as Petula Clark, Edmund Hockridge and , this is the definitive story of Mantovani - The King of Strings! —Martin Glew ",3434
392,2021 MTV Video Music Awards,2021,Music,5.2 / 10,https://yts.rs/movie/2021-mtv-video-music-awards-2021,  ,7373
393,Wild Search,1989,ActionDrama,6.6 / 10,https://yts.rs/movie/wild-search-1989," The police are staking out a Hong Kong flat, waiting to catch some major gun-dealers. While the suppliers are conducting their deal, they move in. Both buyers are killed in the gunfire, but not their young daughter. The suppliers escape, and as their ruthless boss covers his tracks, he goes after the girl, the only witness. They trace her to a safe house, but are killed in the ensuing gunfight. —Cynan Rees ",4949
394,...and the Fifth Horseman Is Fear,1965,DramaWar,7.1 / 10,https://yts.rs/movie/and-the-fifth-horseman-is-fear-1965," Dr. Braun is forbidden to practice medicine because he's a Jew living in Nazi occupied Czech Republic (then Bohemia and Moravia). He's old, seems resigned about the fate of the Jews, and even works in the Department of Confiscation of Jewish Property. One day a neighbor asks him to assist a wounded political fugitive. Dr. Braun reluctantly operates to remove the bullet, but warns that plenty of morphine will soon be needed in order to keep the man from screaming when he awakes, which would attract unwanted attention. After some soul searching, Dr. Braun decides to redeem himself and reclaim his identify as a person and doctor by continuing to provide assistance. His search for the scarce morphine takes him on a nightmarish journey which includes a brothel where local women are forced to be prostitutes for German soldiers, a bar where the locals try to drown their misery in booze and dancing, and a Jewish insane asylum with a high suicide rate. Meanwhile, in a world where there is constant propaganda instructing people to report any suspicious or disloyal activities, it may only be a matter of time before someone in Dr. Braun's apartment building call in the state police. —TimeNTide ",3535
395,Lift,2021,DramaHorror,7.5 / 10,https://yts.rs/movie/lift-2021, A usual working day turns unusual for Guru and Harini when they get trapped in their haunted office. A patterned game unlocks a mystery and a lift is their only way out. ,24139
396,2 or 3 Things I Know About Her,1967,ComedyDrama,6.8 / 10,https://yts.rs/movie/2-or-3-things-i-know-about-her-1967," In this film, 'Her' refers to both Paris, the character of Juliette Janson and the actress playing her, Marina Vlady. The film is a kind of dramatised documentary, illustrating and exaggerating the emotionless lives of characters in the new Paris of the 60s, where commercialism mocks families getting by on small incomes, where prostitution is a moneyspinning option, and where people are coldly resigned and immune to the human nightmares of Vietnam, and impending Atomic war. —D.Giddings ",3838
397,Under Wraps,2021,FamilyFantasy,4.7 / 10,https://yts.rs/movie/under-wraps-2021," Friends Marshall, Gilbert, and Amy accidentally revive and release a mummy from its sarcophagus in the days leading up to Halloween. At first terrified, they quickly learn that the Mummy who they affectionately name 'Harold' is actually very sweet and in dire need of assistance. ",34239
